fecha;provincia;siglas;grupo_edad;hombres;mujeres;tasa_hombres_x1000;tasa_mujeres_x1000;enfermos
2020-04-12;Palencia;PA;30-39;141;179;15.26469633;20.76566125;320
2020-04-12;Salamanca;SA;30-39;364;579;20.06725839;31.12568541;943
2020-04-12;Segovia;SE;30-39;189;242;21.25506073;27.52189241;431
2020-04-12;Burgos;BU;40-49;511;718;17.93108288;26.54834535;1229
2020-04-12;Castilla y León;CyL;40-49;3096;4508;17.2403232;25.40562779;7604
2020-04-12;Palencia;PA;50-59;195;273;15.35191308;22.43405374;468
2020-04-12;Salamanca;SA;50-59;588;888;23.6600676;35.09187908;1476
2020-04-12;Soria;SO;50-59;167;257;22.87984655;40.13743558;424
2020-04-12;Ávila;AV;60-69;225;252;22.29709642;27.89153293;477
2020-04-12;Salamanca;SA;60-69;469;522;23.38102597;25.5456592;991
2020-04-12;Soria;SO;60-69;126;157;23.18733898;31.98207374;283
2020-04-12;Castilla y León;CyL;60-69;2565;2954;16.83490634;19.7654112;5519
2020-04-12;Salamanca;SA;70-79;298;305;19.88389938;17.38585191;603
2020-04-12;Zamora;ZA;70-79;53;53;6.013843186;5.358948433;106
2020-04-12;Castilla y León;CyL;70-79;1865;1724;17.08814367;14.05992595;3589
2020-04-12;Ávila;AV;>80;212;305;35.77455282;33.8174964;517
2020-04-12;León;LE;>80;412;554;23.82466894;18.72823772;966
2020-04-12;Salamanca;SA;>80;383;523;30.8100716;26.19977958;906
2020-04-12;Zamora;ZA;>80;67;84;8.561206236;6.775286337;151
2020-04-12;Castilla y León;CyL;>80;2243;3293;27.47158534;24.28681004;5536
2020-04-13;Ávila;AV;0-9;84;67;14.44539983;12.54916651;151
2020-04-13;León;LE;0-9;174;164;12.05821206;12.22056632;338
2020-04-13;Castilla y León;CyL;10-19;631;626;6.167228657;6.435165197;1257
2020-04-13;León;LE;20-29;168;267;9.110135025;15.48544252;435
2020-04-13;Palencia;PA;20-29;88;99;12.8186453;15.14456173;187
2020-04-13;Ávila;AV;30-39;167;245;20.10836845;29.9547622;412
2020-04-13;León;LE;30-39;311;526;12.74015813;21.43002648;837
2020-04-13;Palencia;PA;30-39;145;181;15.69773736;20.99767981;326
2020-04-13;Valladolid;VA;30-39;447;652;14.28023768;20.86600314;1099
2020-04-13;Zamora;ZA;30-39;58;104;6.769374416;13.22986897;162
2020-04-13;Ávila;AV;40-49;252;363;23.06213965;33.89355742;615
2020-04-13;León;LE;40-49;487;780;15.22636318;23.83426022;1267
2020-04-13;Salamanca;SA;40-49;494;742;21.6856892;31.51278349;1236
2020-04-13;Soria;SO;40-49;157;223;23.19397252;35.88093323;380
2020-04-13;Zamora;ZA;40-49;93;141;8.443798802;12.99898589;234
2020-04-13;Ávila;AV;50-59;232;362;19.47452363;31.23921298;594
2020-04-13;Soria;SO;50-59;173;264;23.70187697;41.23067312;437
2020-04-13;Zamora;ZA;50-59;98;151;7.614016005;12.11586295;249
2020-04-13;Segovia;SE;60-69;328;365;37.31513083;44.86785495;693
2020-04-13;Valladolid;VA;60-69;417;536;13.38511909;15.93151825;953
2020-04-13;Zamora;ZA;60-69;87;86;7.504528595;8.02238806;173
2020-04-13;Palencia;PA;70-79;102;96;13.70783497;12.19047619;198
2020-04-13;Salamanca;SA;70-79;304;314;20.28424635;17.89887704;618
2020-04-13;Soria;SO;70-79;85;64;21.11276701;15.77131592;149
2020-04-13;Segovia;SE;>80;310;422;64.596791;52.73022617;732
2020-04-13;Valladolid;VA;>80;413;836;30.12399708;35.89985829;1249
2020-04-14;Ávila;AV;0-9;88;68;15.13327601;12.7364675;156
2020-04-14;Burgos;BU;0-9;154;120;10.80398485;8.921933086;274
2020-04-14;Segovia;SE;10-19;42;38;5.78831312;5.515239478;80
2020-04-14;Valladolid;VA;20-29;253;360;10.53376634;15.31784529;613
2020-04-14;Burgos;BU;30-39;401;536;19.23353638;26.8040206;937
2020-04-14;Segovia;SE;30-39;191;254;21.47998201;28.88661435;445
2020-04-14;Zamora;ZA;30-39;62;107;7.236227824;13.61149981;169
2020-04-14;León;LE;40-49;498;798;15.57028514;24.38428161;1296
2020-04-14;Palencia;PA;40-49;214;278;18.8562869;25.21770682;492
2020-04-14;Castilla y León;CyL;50-59;3337;4814;18.16934461;26.42238493;8151
2020-04-14;Castilla y León;CyL;60-69;2680;3093;17.58968772;20.69546948;5773
2020-04-14;Ávila;AV;70-79;161;167;22.72727273;21.9621252;328
2020-04-14;Zamora;ZA;70-79;56;56;6.354249404;5.662285137;112
2020-04-14;Burgos;BU;>80;322;497;29.21429868;26.72617767;819
2020-04-15;León;LE;0-9;180;164;12.47401247;12.22056632;344
2020-04-15;Castilla y León;CyL;0-9;1133;1006;13.0825366;12.35447266;2139
2020-04-15;Ávila;AV;10-19;60;50;8.602150538;7.688759034;110
2020-04-15;Burgos;BU;10-19;117;118;7.232490573;7.710402509;235
2020-04-15;Palencia;PA;10-19;51;36;8.11843362;6.082108464;87
2020-04-15;Soria;SO;20-29;55;82;12.49148308;19.95619372;137
2020-04-15;Segovia;SE;40-49;351;453;30.85171838;39.32633041;804
2020-04-15;Zamora;ZA;40-49;100;152;9.07935355;14.01309118;252
2020-04-15;Castilla y León;CyL;40-49;3392;4897;18.88862283;27.59790578;8289
2020-04-15;León;LE;50-59;535;790;15.31196337;22.16672746;1325
2020-04-15;Salamanca;SA;50-59;632;952;25.43054885;37.62102351;1584
2020-04-15;Ávila;AV;60-69;242;270;23.98176593;29.88378528;512
2020-04-15;Palencia;PA;70-79;114;104;15.32052144;13.20634921;218
2020-04-15;Valladolid;VA;70-79;406;414;16.9427868;15.09516517;820
2020-04-15;Castilla y León;CyL;>80;3063;4876;37.51469724;35.96188453;7939
2020-04-16;Castilla y León;CyL;0-9;1153;1030;13.31347282;12.64921157;2183
2020-04-16;Salamanca;SA;10-19;125;121;8.837044892;8.812818645;246
2020-04-16;Zamora;ZA;10-19;31;37;5.352209945;6.593014968;68
2020-04-16;Castilla y León;CyL;10-19;695;686;6.792747886;7.051954193;1381
2020-04-16;Valladolid;VA;30-39;486;712;15.52616446;22.78618747;1198
2020-04-16;Burgos;BU;40-49;585;805;20.52775633;29.76520614;1390
2020-04-16;Soria;SO;40-49;167;240;24.67129561;38.61625101;407
2020-04-17;Palencia;PA;0-9;38;19;6.780870807;3.637756079;57
2020-04-17;León;LE;20-29;191;294;10.35735589;17.05138615;485
2020-04-17;Ávila;AV;30-39;190;267;22.87778447;32.64457758;457
2020-04-17;Palencia;PA;50-59;209;304;16.45410172;24.9815104;513
2020-04-17;León;LE;60-69;496;607;16.38640193;20.19294744;1103
2020-04-17;Palencia;PA;>80;145;282;29.05229413;31.13613779;427
